name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"ZÃ¼rich, ZH, Schweiz",2018-06-12,18.8,14.8,17.2,18.8,14.8,17.2,14.8,86.4,20.456,100,58.33,rain,0.0,0.0,35.1,16.6,266.0,1009.2,87.0,10.0,146.6,12.6,5,,2018-06-12T05:28:56,2018-06-12T21:22:42,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06670099999,06673099999,C3619,C5455,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-13,15.1,11.3,13.0,15.1,11.3,13.0,12.0,93.2,13.444,100,79.17,rain,0.0,0.0,26.1,10.0,11.1,1012.8,91.2,9.0,42.4,3.6,1,,2018-06-13T05:28:47,2018-06-13T21:23:14,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-14,19.9,9.2,14.4,19.9,8.9,14.4,9.3,74.2,0.0,0,0.0,,0.0,0.0,21.7,10.3,8.5,1016.1,66.0,9.8,298.4,25.9,9,,2018-06-14T05:28:40,2018-06-14T21:23:44,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-15,22.4,10.7,16.7,22.4,10.7,16.7,9.4,65.1,0.0,0,0.0,,0.0,0.0,29.0,10.7,37.1,1016.0,68.7,10.0,303.5,26.3,9,,2018-06-15T05:28:36,2018-06-15T21:24:12,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06670099999,06647099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-16,24.0,11.6,18.4,24.0,11.6,18.4,9.6,59.4,0.0,0,0.0,,0.0,0.0,20.3,9.0,27.1,1015.1,33.7,10.0,310.9,26.7,9,,2018-06-16T05:28:35,2018-06-16T21:24:38,0.09,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-17,22.1,16.7,18.7,22.1,16.7,18.7,12.8,68.9,0.008,100,4.17,rain,0.0,0.0,33.8,13.5,284.6,1017.8,75.4,10.0,164.2,13.9,6,,2018-06-17T05:28:36,2018-06-17T21:25:01,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-18,23.7,15.7,19.2,23.7,15.7,19.2,11.6,62.9,0.0,0,0.0,,0.0,0.0,23.9,11.1,313.2,1021.7,63.2,10.0,251.6,21.9,10,,2018-06-18T05:28:40,2018-06-18T21:25:21,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06670099999,06647099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-19,25.7,14.0,20.0,25.7,14.0,20.0,12.3,63.0,0.001,100,4.17,rain,0.0,0.0,25.6,10.8,37.4,1023.3,33.9,10.0,340.6,29.4,10,,2018-06-19T05:28:46,2018-06-19T21:25:40,0.19,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-20,28.7,15.1,21.8,28.0,15.1,21.7,13.3,60.8,0.0,0,0.0,,0.0,0.0,18.4,8.4,34.5,1019.5,3.1,10.0,329.1,28.1,9,,2018-06-20T05:28:55,2018-06-20T21:25:55,0.25,Clear,Clear conditions throughout the day.,clear-day,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-21,27.2,18.1,22.4,27.3,18.1,22.4,14.0,60.9,0.0,0,0.0,,0.0,0.0,44.2,18.8,296.9,1016.3,46.5,10.0,275.2,23.6,9,,2018-06-21T05:29:06,2018-06-21T21:26:09,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-22,18.8,10.8,15.4,18.8,10.8,15.4,4.0,47.2,0.005,100,4.17,rain,0.0,0.0,38.1,15.7,6.3,1023.3,58.6,10.0,314.4,27.3,9,,2018-06-22T05:29:19,2018-06-22T21:26:20,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-23,21.4,9.6,15.4,21.4,8.4,15.3,5.4,53.1,0.0,0,0.0,,0.0,0.0,25.2,10.3,37.1,1023.8,38.3,10.0,327.1,28.1,9,,2018-06-23T05:29:35,2018-06-23T21:26:28,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-24,21.1,11.0,16.1,21.1,11.0,16.1,7.7,58.4,0.0,0,0.0,,0.0,0.0,24.6,11.9,27.8,1020.2,57.9,10.0,203.7,17.6,6,,2018-06-24T05:29:54,2018-06-24T21:26:34,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-25,21.6,14.3,17.1,21.6,14.3,17.1,8.4,57.3,0.0,0,0.0,,0.0,0.0,31.1,12.7,41.6,1020.6,61.7,10.0,237.8,20.2,7,,2018-06-25T05:30:14,2018-06-25T21:26:37,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-26,23.8,11.7,18.0,23.8,11.7,18.0,9.0,57.7,0.0,0,0.0,,0.0,0.0,29.8,12.7,49.2,1021.3,27.5,10.0,326.0,28.3,9,,2018-06-26T05:30:38,2018-06-26T21:26:37,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06647099999,06673099999,C5455,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-27,24.6,14.1,19.0,24.6,14.1,19.0,9.9,58.5,0.0,0,0.0,,0.0,0.0,37.1,15.0,56.2,1019.4,38.6,10.0,302.5,26.3,9,,2018-06-27T05:31:03,2018-06-27T21:26:36,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06647099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-28,21.3,13.2,16.9,21.3,13.2,16.9,9.3,61.8,0.0,0,0.0,,0.0,0.0,51.8,21.1,54.9,1017.5,44.9,10.0,217.3,18.8,8,,2018-06-28T05:31:31,2018-06-28T21:26:31,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,C5455,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-29,24.4,14.2,18.4,24.4,14.2,18.4,13.9,76.5,0.778,100,12.5,rain,0.0,0.0,32.4,13.1,55.5,1014.4,72.9,10.0,196.9,16.9,9,,2018-06-29T05:32:00,2018-06-29T21:26:24,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-06-30,29.2,15.6,22.4,28.3,15.6,22.3,14.3,64.1,0.0,0,0.0,,0.0,0.0,24.1,11.7,59.5,1011.6,25.2,9.8,309.3,26.8,9,,2018-06-30T05:32:32,2018-06-30T21:26:14,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,06660099999,06674099999,E8728,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-01,27.8,16.9,22.3,27.7,16.9,22.3,12.7,55.9,0.0,0,0.0,,0.0,0.0,36.5,19.1,46.3,1011.4,2.2,10.0,328.3,28.5,9,,2018-07-01T05:33:07,2018-07-01T21:26:02,0.61,Clear,Clear conditions throughout the day.,clear-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-02,28.7,15.4,22.0,28.2,15.4,21.9,11.0,50.4,0.0,0,0.0,,0.0,0.0,36.5,18.4,39.1,1011.7,47.3,10.0,295.8,25.4,8,,2018-07-02T05:33:43,2018-07-02T21:25:47,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-03,22.6,16.6,19.9,22.6,16.6,19.9,14.7,72.7,24.701,100,8.33,rain,0.0,0.0,39.2,11.7,266.4,1015.7,77.8,9.5,138.4,12.1,6,,2018-07-03T05:34:21,2018-07-03T21:25:29,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D5623,06670099999,06263,06673099999,C3619,06660099999,06674099999,05731,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-04,27.7,16.4,22.0,27.3,16.4,22.0,14.8,66.7,0.025,100,4.17,rain,0.0,0.0,23.5,10.7,284.1,1015.1,61.1,10.0,287.8,24.8,8,,2018-07-04T05:35:01,2018-07-04T21:25:09,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-05,20.0,15.0,17.7,20.0,15.0,17.7,15.2,86.0,8.342,100,12.5,rain,0.0,0.0,40.0,15.1,223.0,1015.4,80.8,9.8,96.0,8.3,5,,2018-07-05T05:35:44,2018-07-05T21:24:46,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,E8728,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-06,19.3,15.0,16.5,19.3,15.0,16.5,15.2,92.4,16.214,100,16.67,rain,0.0,0.0,28.9,9.5,213.5,1019.5,85.3,9.1,89.9,7.8,3,,2018-07-06T05:36:28,2018-07-06T21:24:21,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D5623,06670099999,06263,06673099999,C3619,06660099999,06674099999,05731,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-07,24.9,14.7,19.4,24.9,14.7,19.4,13.5,72.7,0.251,100,4.17,rain,0.0,0.0,26.8,9.7,35.2,1021.6,47.9,7.0,300.9,25.9,9,,2018-07-07T05:37:14,2018-07-07T21:23:53,0.81,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-08,25.8,15.1,20.6,25.8,15.1,20.6,13.2,64.5,0.0,0,0.0,,0.0,0.0,20.9,7.9,14.8,1019.9,43.7,10.0,290.6,25.0,9,,2018-07-08T05:38:02,2018-07-08T21:23:23,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-09,26.3,15.6,21.2,26.3,15.6,21.2,10.2,51.5,0.004,100,4.17,rain,0.0,0.0,23.5,11.0,28.6,1018.1,40.1,10.0,317.9,27.5,9,,2018-07-09T05:38:51,2018-07-09T21:22:50,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-10,23.5,15.9,19.4,23.5,15.9,19.4,10.2,55.9,0.0,0,0.0,,0.0,0.0,37.0,16.6,298.6,1015.7,80.4,10.0,188.8,16.2,7,,2018-07-10T05:39:42,2018-07-10T21:22:15,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-11,21.7,13.9,17.2,21.7,13.9,17.2,7.7,54.6,0.0,0,0.0,,0.0,0.0,31.4,11.2,330.2,1015.9,65.0,10.0,245.9,21.2,9,,2018-07-11T05:40:35,2018-07-11T21:21:37,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-12,24.7,11.3,18.3,24.7,11.3,18.3,8.3,54.5,0.0,0,0.0,,0.0,0.0,20.1,9.1,26.8,1016.7,26.8,10.0,328.8,28.5,9,,2018-07-12T05:41:29,2018-07-12T21:20:57,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-13,27.1,13.9,20.8,26.6,13.9,20.8,10.7,55.6,0.0,0,0.0,,0.0,0.0,24.9,9.6,359.9,1017.9,21.2,10.0,195.1,16.7,8,,2018-07-13T05:42:25,2018-07-13T21:20:14,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06670099999,06673099999,06660099999,06674099999,E8728,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-14,27.6,16.8,22.7,27.0,16.8,22.6,11.7,52.1,0.004,100,4.17,rain,0.0,0.0,32.5,8.5,291.2,1016.6,63.8,10.0,168.9,14.5,9,,2018-07-14T05:43:23,2018-07-14T21:19:29,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06670099999,06673099999,C5455,06660099999,06674099999,E8728,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-15,27.7,17.5,21.4,27.1,17.5,21.4,12.5,58.4,1.689,100,4.17,rain,0.0,0.0,43.5,17.2,206.0,1015.1,61.1,10.0,165.5,14.2,9,,2018-07-15T05:44:22,2018-07-15T21:18:42,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,E8728,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-16,27.4,14.7,20.8,26.7,14.7,20.7,11.9,60.8,0.059,100,4.17,rain,0.0,0.0,58.9,13.9,289.9,1012.8,30.9,10.0,290.2,25.0,9,,2018-07-16T05:45:22,2018-07-16T21:17:52,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-17,26.8,14.3,19.8,26.5,14.3,19.8,12.3,65.6,3.553,100,8.33,rain,0.0,0.0,58.9,15.9,239.0,1015.5,55.4,10.0,241.0,20.9,8,,2018-07-17T05:46:23,2018-07-17T21:17:00,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-18,28.5,15.2,21.6,27.3,15.2,21.4,11.4,58.4,1.22,100,4.17,rain,0.0,0.0,21.1,10.2,11.1,1016.0,13.0,10.0,312.4,26.7,8,,2018-07-18T05:47:26,2018-07-18T21:16:06,0.18,Rain,Clear conditions throughout the day with early morning rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-19,29.0,16.4,23.0,28.0,16.4,22.7,11.5,50.5,0.0,0,0.0,,0.0,0.0,26.4,9.9,43.6,1014.5,35.8,10.0,305.3,26.6,8,,2018-07-19T05:48:30,2018-07-19T21:15:10,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-20,27.5,17.0,22.0,27.2,17.0,22.0,12.9,57.8,0.003,100,4.17,rain,0.0,0.0,31.8,18.0,252.2,1012.9,56.3,10.0,217.9,18.9,9,,2018-07-20T05:49:35,2018-07-20T21:14:11,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-21,20.5,17.7,18.5,20.5,17.7,18.5,13.9,74.4,0.127,100,8.33,rain,0.0,0.0,33.0,13.0,240.9,1013.1,82.6,10.0,105.1,9.0,4,,2018-07-21T05:50:41,2018-07-21T21:13:10,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-22,22.9,15.7,19.0,22.9,15.7,19.0,13.8,73.1,0.107,100,8.33,rain,0.0,0.0,20.7,11.0,273.4,1014.6,79.6,10.0,171.9,14.7,9,,2018-07-22T05:51:48,2018-07-22T21:12:07,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-23,25.3,16.3,20.1,25.3,16.3,20.1,14.0,69.4,0.271,100,4.17,rain,0.0,0.0,18.6,9.2,47.5,1016.3,58.8,10.0,204.1,17.6,8,,2018-07-23T05:52:56,2018-07-23T21:11:02,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-24,30.0,15.8,22.7,28.7,15.8,22.5,13.1,58.6,0.0,0,0.0,,0.0,0.0,23.2,11.4,32.1,1013.3,5.5,10.0,302.0,26.0,8,,2018-07-24T05:54:05,2018-07-24T21:09:55,0.38,Clear,Clear conditions throughout the day.,clear-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-25,30.6,18.1,24.5,28.9,18.1,24.1,12.7,51.7,0.003,100,4.17,rain,0.0,0.0,26.3,12.7,64.0,1013.3,12.1,10.0,298.7,25.8,8,,2018-07-25T05:55:15,2018-07-25T21:08:46,0.42,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-26,30.8,17.9,24.6,29.3,17.9,24.1,12.3,49.4,0.0,0,0.0,,0.0,0.0,33.3,14.7,47.3,1012.8,2.9,10.0,302.9,26.1,8,,2018-07-26T05:56:26,2018-07-26T21:07:34,0.45,Clear,Clear conditions throughout the day.,clear-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-27,31.3,17.3,24.2,29.4,17.3,23.8,11.0,47.1,0.0,0,0.0,,0.0,0.0,21.9,10.0,30.9,1011.1,2.5,10.0,304.3,26.4,8,,2018-07-27T05:57:37,2018-07-27T21:06:21,0.5,Clear,Clear conditions throughout the day.,clear-day,"D5623,06670099999,06647099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-28,22.1,17.5,20.4,22.1,17.5,20.4,14.6,70.3,3.677,100,4.17,rain,0.0,0.0,45.1,13.1,221.1,1012.3,69.2,9.9,102.9,8.9,3,,2018-07-28T05:58:49,2018-07-28T21:05:06,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-29,29.8,16.0,22.7,29.1,16.0,22.5,14.5,64.0,0.0,0,0.0,,0.0,0.0,22.5,11.1,275.8,1014.3,43.1,9.8,295.9,25.6,8,,2018-07-29T06:00:02,2018-07-29T21:03:49,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-30,32.8,18.2,25.4,30.9,18.2,24.9,12.5,49.6,0.0,0,0.0,,0.0,0.0,27.1,10.5,273.1,1014.7,18.3,10.0,293.8,25.4,8,,2018-07-30T06:01:16,2018-07-30T21:02:31,0.59,Clear,Clear conditions throughout the day.,clear-day,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-07-31,34.0,18.7,26.5,32.2,18.7,25.9,12.2,44.4,0.0,0,0.0,,0.0,0.0,25.7,8.9,289.3,1014.8,29.5,10.0,286.4,24.7,8,,2018-07-31T06:02:30,2018-07-31T21:01:10,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-08-01,33.3,20.1,25.1,32.2,20.1,24.9,15.1,57.0,5.773,100,4.17,rain,0.0,0.0,42.6,17.8,42.4,1016.6,53.0,10.0,230.8,20.0,8,,2018-08-01T06:03:45,2018-08-01T20:59:48,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-08-02,30.0,17.6,23.6,29.9,17.6,23.6,16.2,65.9,0.005,100,4.17,rain,0.0,0.0,31.1,14.1,60.7,1019.6,42.3,10.0,274.0,23.8,8,,2018-08-02T06:05:00,2018-08-02T20:58:24,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2018-08-03,32.7,19.8,26.1,32.7,19.8,26.1,16.3,57.0,0.0,0,0.0,,0.0,0.0,33.8,13.4,54.9,1017.2,16.5,10.0,263.9,22.8,8,,2018-08-03T06:06:16,2018-08-03T20:56:59,0.73,Clear,Clear conditions throughout the day.,clear-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
