name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"ZÃ¼rich, ZH, Schweiz",2016-01-17,-0.8,-5.9,-2.5,-2.1,-9.0,-5.5,-5.1,82.3,2.001,100,50.0,"rain,snow",0.6,8.3,41.5,19.6,259.4,1025.8,69.2,8.9,40.2,3.4,2,,2016-01-17T08:07:41,2016-01-17T17:04:12,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-01-18,-4.6,-8.5,-6.6,-4.6,-14.0,-9.5,-9.0,83.7,0.0,0,0.0,,0.4,3.3,24.8,14.9,41.4,1021.5,70.6,9.8,84.4,7.3,4,,2016-01-18T08:06:57,2016-01-18T17:05:36,0.3,Partially cloudy,Partly cloudy throughout the day.,snow,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-01-19,-0.6,-7.0,-3.0,-0.6,-7.0,-3.5,-4.9,87.4,0.597,100,29.17,"rain,snow",0.0,0.0,12.2,6.7,204.1,1017.1,90.8,7.5,73.9,6.6,3,,2016-01-19T08:06:11,2016-01-19T17:07:00,0.34,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-01-20,0.3,-1.4,-0.4,0.3,-4.6,-1.3,-1.1,94.8,2.102,100,45.83,"rain,snow",7.9,5.0,17.2,8.6,31.8,1019.3,83.2,5.0,67.2,5.8,3,,2016-01-20T08:05:23,2016-01-20T17:08:26,0.37,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"06670099999,06647099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-01-21,1.2,-4.0,-2.0,0.0,-7.5,-4.3,-4.1,85.8,0.0,0,0.0,,0.0,7.8,30.1,13.9,33.6,1026.1,54.2,6.9,99.0,8.5,4,,2016-01-21T08:04:32,2016-01-21T17:09:53,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-01-22,1.9,-2.9,-0.9,1.0,-5.7,-2.6,-4.0,79.5,0.002,100,4.17,"rain,snow",0.0,6.6,19.2,8.6,192.5,1030.5,87.8,6.9,98.4,8.5,4,,2016-01-22T08:03:38,2016-01-22T17:11:21,0.44,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-01-23,6.7,0.8,3.1,6.7,-0.9,2.2,0.9,85.6,0.763,100,25.0,"rain,snow",0.0,4.7,22.9,10.2,216.6,1035.6,59.2,7.7,68.9,6.1,4,,2016-01-23T08:02:43,2016-01-23T17:12:50,0.48,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-01-24,4.7,-2.3,1.3,4.7,-2.3,1.1,-0.6,87.9,0.0,0,0.0,,0.0,2.5,12.2,5.1,183.7,1037.1,78.0,4.8,63.8,5.6,3,,2016-01-24T08:01:45,2016-01-24T17:14:19,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06670099999,06647099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-01-25,10.4,0.5,4.5,10.4,0.5,4.4,-0.4,71.8,0.0,0,0.0,,0.0,0.2,9.4,5.4,235.7,1032.4,25.4,5.5,98.8,8.6,4,,2016-01-25T08:00:44,2016-01-25T17:15:49,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-01-26,10.5,2.1,5.4,10.5,2.1,5.4,1.2,75.3,0.0,0,0.0,,0.0,0.0,9.9,5.3,232.8,1031.0,52.1,10.0,80.1,7.0,4,,2016-01-26T07:59:42,2016-01-26T17:17:20,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-01-27,11.3,2.8,6.6,11.3,2.8,6.5,1.7,71.5,0.0,0,0.0,,0.0,0.0,12.1,6.8,210.3,1026.7,84.8,10.0,87.2,7.5,4,,2016-01-27T07:58:37,2016-01-27T17:18:51,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-01-28,10.7,6.6,8.4,10.7,5.0,7.8,3.4,71.3,0.088,100,4.17,rain,0.0,0.0,42.1,14.2,241.5,1026.2,92.6,9.3,41.6,3.5,2,,2016-01-28T07:57:30,2016-01-28T17:20:23,0.64,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-01-29,9.3,4.8,7.3,9.1,3.4,6.6,5.0,85.4,0.394,100,29.17,rain,0.0,0.0,37.7,11.3,265.4,1031.3,84.9,9.1,87.2,7.5,4,,2016-01-29T07:56:21,2016-01-29T17:21:55,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-01-30,10.4,1.9,6.4,10.4,1.2,4.7,3.0,80.8,4.04,100,20.83,rain,0.0,0.0,90.9,36.2,244.7,1023.3,75.0,8.4,101.4,8.8,4,,2016-01-30T07:55:10,2016-01-30T17:23:27,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-01-31,10.6,2.3,6.1,10.6,-0.2,3.5,4.9,92.1,23.049,100,100.0,rain,0.0,0.0,83.9,42.2,242.3,1018.0,92.1,7.3,30.0,2.6,1,,2016-01-31T07:53:57,2016-01-31T17:25:00,0.74,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-01,13.2,7.3,10.9,13.2,5.9,10.7,6.9,76.9,1.441,100,20.83,rain,0.0,0.0,83.2,39.5,244.8,1026.0,86.9,9.7,95.6,8.3,5,,2016-02-01T07:52:42,2016-02-01T17:26:33,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-02,11.7,6.8,8.7,11.7,4.6,7.0,3.9,71.9,0.0,0,0.0,,0.0,0.0,42.4,20.5,230.6,1024.6,88.3,10.0,101.3,8.8,4,,2016-02-02T07:51:25,2016-02-02T17:28:07,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-03,9.2,0.8,4.4,7.9,-3.3,1.5,1.7,83.5,7.509,100,66.67,"rain,snow",0.6,0.2,63.1,21.1,247.1,1022.9,88.3,9.3,28.9,2.6,1,,2016-02-03T07:50:07,2016-02-03T17:29:41,0.83,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-04,3.8,0.9,2.1,-0.8,-3.7,-2.5,-0.6,82.8,2.155,100,70.83,"rain,snow",0.4,0.7,69.6,31.8,237.7,1030.4,90.4,8.7,77.5,6.7,4,,2016-02-04T07:48:46,2016-02-04T17:31:15,0.87,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-05,8.3,2.9,5.2,7.8,-0.4,4.0,3.2,86.8,0.959,100,33.33,rain,0.0,0.1,57.4,20.2,238.2,1028.8,63.1,9.1,84.2,7.3,4,,2016-02-05T07:47:24,2016-02-05T17:32:49,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-06,11.2,1.4,4.9,11.2,1.4,4.8,1.8,81.6,0.0,0,0.0,,0.0,0.0,16.4,7.7,347.8,1019.5,62.0,1.5,116.5,10.0,5,,2016-02-06T07:46:00,2016-02-06T17:34:23,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-07,7.7,3.5,4.5,5.2,0.8,2.5,1.5,81.1,0.976,100,25.0,rain,0.0,0.0,45.4,23.1,259.3,1009.4,84.9,5.2,45.1,3.9,2,,2016-02-07T07:44:34,2016-02-07T17:35:57,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-08,11.8,2.7,6.6,11.8,-1.1,3.9,1.8,72.2,1.795,100,16.67,rain,0.0,0.0,92.2,42.5,232.1,1010.3,78.4,9.9,102.1,8.7,5,,2016-02-08T07:43:06,2016-02-08T17:37:31,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-09,8.6,2.8,6.9,6.8,-3.9,4.1,3.4,79.0,7.496,100,58.33,rain,0.1,0.6,97.8,49.4,236.1,1002.2,87.1,10.0,71.0,6.0,4,,2016-02-09T07:41:37,2016-02-09T17:39:05,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"06670099999,06673099999,06660099999,06674099999,05731,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-10,3.3,0.0,1.7,-1.7,-5.3,-3.5,-2.3,75.9,3.001,100,37.5,"rain,snow",1.1,2.2,97.9,29.0,236.5,1003.5,84.1,8.3,77.0,6.6,3,,2016-02-10T07:40:07,2016-02-10T17:40:39,0.07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-11,5.8,0.3,2.3,3.2,-4.0,0.0,-3.9,65.0,0.008,100,4.17,"rain,snow",0.0,0.2,51.0,20.1,233.0,1009.5,65.5,10.0,126.4,11.0,5,,2016-02-11T07:38:35,2016-02-11T17:42:13,0.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-12,5.0,0.2,1.9,3.8,-2.4,0.8,-0.7,83.7,1.875,100,45.83,"rain,snow",0.0,0.0,27.3,9.5,155.9,1001.7,84.6,8.6,103.3,9.0,5,,2016-02-12T07:37:01,2016-02-12T17:43:47,0.14,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-13,7.3,1.5,4.6,5.7,-1.8,1.9,2.0,83.8,4.588,100,62.5,"rain,snow",0.0,0.0,56.5,27.0,221.6,993.4,86.7,9.3,81.6,7.0,3,,2016-02-13T07:35:26,2016-02-13T17:45:21,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-14,7.9,1.8,4.6,5.9,-1.1,2.9,1.9,83.3,6.593,100,54.17,"rain,snow",0.0,0.0,74.1,35.0,237.0,992.7,88.8,9.5,46.5,4.0,2,,2016-02-14T07:33:50,2016-02-14T17:46:55,0.21,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-15,3.4,1.0,2.4,3.4,-0.9,1.5,1.0,91.0,1.076,100,50.0,"rain,snow",0.0,0.0,24.3,14.8,316.8,1009.6,88.5,7.2,70.8,6.0,3,,2016-02-15T07:32:12,2016-02-15T17:48:28,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06670099999,06647099999,06673099999,06675099999,06660099999,06674099999,05731,06664099999,06644099999,06624099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-16,2.2,0.5,1.3,2.2,-3.5,-1.1,-0.9,85.1,1.009,100,25.0,"rain,snow",0.0,0.0,39.9,16.2,38.2,1028.5,91.6,9.1,75.2,6.5,3,,2016-02-16T07:30:33,2016-02-16T17:50:02,0.28,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-17,2.5,0.3,1.3,1.9,-3.0,0.0,-0.7,86.2,0.254,100,12.5,"rain,snow",0.0,0.0,25.6,10.3,30.5,1020.1,90.4,9.0,79.4,6.8,3,,2016-02-17T07:28:53,2016-02-17T17:51:35,0.31,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-18,8.0,-0.2,3.2,7.2,-0.2,2.7,-1.2,73.9,0.0,0,0.0,,0.0,0.0,23.7,14.8,213.5,1017.1,83.4,8.6,133.1,11.5,5,,2016-02-18T07:27:11,2016-02-18T17:53:08,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06670099999,06647099999,06673099999,06613099999,06646099999,06660099999,06674099999,05731,06664099999,06644099999,06624099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-19,2.8,1.0,2.0,2.7,-2.4,-0.4,-1.1,80.3,0.946,100,45.83,"rain,snow",0.0,0.0,33.4,17.5,238.3,1023.3,88.3,9.0,76.6,6.3,3,,2016-02-19T07:25:28,2016-02-19T17:54:41,0.38,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-20,7.1,-0.3,2.0,2.8,-4.5,-1.7,-1.0,80.4,13.382,100,50.0,"rain,snow",0.0,0.0,73.2,31.7,220.2,1026.3,80.8,8.3,44.7,3.9,2,,2016-02-20T07:23:45,2016-02-20T17:56:13,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-21,15.8,7.8,11.1,15.8,3.6,10.1,5.5,69.3,0.26,100,8.33,rain,0.0,0.0,81.6,31.7,245.7,1021.9,59.6,9.7,139.0,12.0,6,,2016-02-21T07:22:00,2016-02-21T17:57:45,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-22,15.9,5.6,10.4,15.9,4.5,9.9,4.1,67.4,0.377,100,12.5,rain,0.0,0.0,43.2,20.9,248.1,1015.3,79.7,10.0,96.5,8.4,6,,2016-02-22T07:20:14,2016-02-22T17:59:17,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-23,10.0,1.0,6.3,8.1,-1.3,3.4,2.9,79.7,6.066,100,66.67,"rain,snow",0.0,0.0,73.1,32.1,243.0,1015.1,84.2,9.5,78.1,6.8,3,,2016-02-23T07:18:27,2016-02-23T18:00:49,0.52,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06670099999,06633099999,06673099999,06674099999,06660099999,05731,06644099999,06664099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-24,4.1,-0.5,1.2,2.9,-1.9,0.6,-0.5,89.5,4.688,100,33.33,"rain,snow",0.0,0.0,18.6,8.3,68.1,1018.8,78.3,6.9,138.3,11.8,6,,2016-02-24T07:16:39,2016-02-24T18:02:21,0.56,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-25,1.4,0.1,0.7,1.4,-0.9,0.4,0.1,96.0,9.16,100,87.5,"rain,snow",0.0,0.0,18.4,5.2,342.6,1013.3,89.1,4.0,75.7,6.6,3,,2016-02-25T07:14:50,2016-02-25T18:03:52,0.59,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06670099999,06647099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-26,4.4,-0.5,1.2,1.0,-3.5,-1.3,-1.9,80.7,0.0,0,0.0,,0.0,0.0,33.1,16.1,47.0,1011.9,74.6,5.6,156.6,13.7,6,,2016-02-26T07:13:00,2016-02-26T18:05:23,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-27,4.8,-2.7,0.6,2.3,-7.0,-2.2,-2.4,81.2,0.0,0,0.0,,0.0,0.0,31.7,17.2,42.6,1005.3,62.0,6.9,158.3,13.6,6,,2016-02-27T07:11:09,2016-02-27T18:06:53,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-28,5.6,1.0,2.8,4.6,-4.0,0.1,-1.1,76.2,0.0,0,0.0,,0.0,0.0,47.5,21.3,35.4,1006.8,69.9,9.1,106.6,9.1,5,,2016-02-28T07:09:18,2016-02-28T18:08:24,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-02-29,2.8,-0.1,1.4,2.1,-2.2,-0.7,0.5,94.2,6.117,100,79.17,"rain,snow",0.0,0.0,34.5,16.0,11.3,1013.6,90.0,3.2,40.3,3.5,2,,2016-02-29T07:07:26,2016-02-29T18:09:54,0.72,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-03-01,3.8,-0.7,1.4,1.7,-3.9,-0.6,-0.3,89.0,2.051,100,45.83,"rain,snow",0.0,0.0,33.8,14.7,244.4,1022.4,90.0,4.3,128.6,11.2,5,,2016-03-01T07:05:33,2016-03-01T18:11:23,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2016-03-02,8.0,1.5,3.3,5.7,-3.3,0.9,1.9,91.1,7.432,100,70.83,"rain,snow",0.0,0.0,68.8,31.3,230.2,1010.2,90.4,8.1,119.8,10.4,5,,2016-03-02T07:03:39,2016-03-02T18:12:53,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
