name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"ZÃ¼rich, ZH, Schweiz",2020-01-25,3.2,-2.2,-0.2,3.2,-2.2,-0.2,-0.9,95.0,0.0,0,0.0,,0.0,0.0,12.6,3.8,246.4,1024.4,54.7,1.4,43.9,3.7,3,,2020-01-25T08:00:44,2020-01-25T17:15:51,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-01-26,6.0,-1.0,1.9,5.8,-1.0,1.8,0.3,89.7,0.382,100,16.67,rain,0.0,0.0,18.0,5.7,236.9,1021.8,73.2,3.6,55.3,4.8,3,,2020-01-26T07:59:41,2020-01-26T17:17:22,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5623,06670099999,06673099999,C5455,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-01-27,7.9,2.7,5.4,7.2,1.9,3.9,2.1,80.4,1.409,100,29.17,rain,0.0,0.0,55.4,24.2,221.5,1016.2,66.0,9.4,41.8,3.6,3,,2020-01-27T07:58:36,2020-01-27T17:18:53,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-01-28,5.7,1.7,4.4,3.1,-3.9,0.0,1.0,79.5,7.991,100,83.33,"rain,snow",0.0,0.0,125.3,38.5,230.7,1007.5,81.4,9.4,25.0,2.3,1,,2020-01-28T07:57:29,2020-01-28T17:20:25,0.12,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-01-29,4.8,1.4,3.2,1.7,-3.3,-0.9,1.0,85.5,2.819,100,83.33,"rain,snow",0.0,0.0,82.7,36.0,243.2,1015.0,80.8,9.6,21.7,1.9,1,,2020-01-29T07:56:20,2020-01-29T17:21:57,0.15,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-01-30,7.9,1.9,5.0,6.3,0.7,3.0,1.5,78.9,4.341,100,25.0,rain,0.0,0.0,43.6,15.5,211.1,1018.5,81.3,9.7,54.9,4.7,3,,2020-01-30T07:55:09,2020-01-30T17:23:30,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-01-31,13.9,5.2,9.2,13.9,4.3,8.4,6.6,84.3,1.055,100,20.83,rain,0.0,0.0,47.4,20.1,227.1,1017.6,79.2,9.7,55.1,4.8,3,,2020-01-31T07:53:56,2020-01-31T17:25:03,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-01,12.4,5.2,9.4,12.4,5.2,8.8,6.0,80.0,8.316,100,16.67,rain,0.0,0.0,98.4,45.7,238.9,1015.2,64.6,9.8,35.1,2.9,2,,2020-02-01T07:52:41,2020-02-01T17:26:36,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-02,13.1,9.4,10.7,13.1,6.4,9.4,7.2,79.4,6.075,100,58.33,rain,0.0,0.0,73.1,31.2,237.3,1017.9,85.8,9.4,19.0,1.7,1,,2020-02-02T07:51:24,2020-02-02T17:28:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,E8728,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-03,14.5,10.7,12.6,14.5,10.7,12.6,7.7,73.1,11.23,100,75.0,rain,0.0,0.0,96.5,40.2,240.7,1018.2,87.0,8.3,21.4,1.9,1,,2020-02-03T07:50:06,2020-02-03T17:29:43,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-04,15.8,1.3,5.3,15.8,-2.6,1.9,0.6,75.2,5.389,100,62.5,"rain,snow",0.0,0.0,122.8,53.2,250.0,1017.6,86.0,9.3,38.5,3.2,2,,2020-02-04T07:48:45,2020-02-04T17:31:17,0.34,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"D5623,06670099999,06263,06673099999,C3619,06678099999,06660099999,06674099999,05731,02953,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-05,4.7,-1.1,2.4,4.5,-2.2,0.6,-3.0,69.3,0.006,100,16.67,rain,0.0,0.0,40.4,14.9,306.1,1033.5,58.4,10.0,72.6,6.1,5,,2020-02-05T07:47:23,2020-02-05T17:32:51,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-06,5.4,-2.7,0.3,4.9,-5.8,-1.4,-4.5,72.2,0.0,0,0.0,,0.0,0.0,20.9,10.9,48.1,1033.3,34.3,9.7,81.3,7.1,4,,2020-02-06T07:45:58,2020-02-06T17:34:25,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-07,6.5,-2.9,0.8,6.5,-3.9,0.4,-3.9,71.9,0.0,0,0.0,,0.0,0.0,13.1,8.5,43.5,1028.8,0.8,10.0,74.6,6.4,4,,2020-02-07T07:44:33,2020-02-07T17:35:59,0.44,Clear,Clear conditions throughout the day.,clear-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-08,8.9,-1.4,2.6,8.5,-1.4,2.4,-2.8,70.6,0.0,0,0.0,,0.0,0.0,23.8,10.5,194.1,1026.8,42.4,9.5,77.5,6.7,4,,2020-02-08T07:43:05,2020-02-08T17:37:34,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-09,11.0,1.0,6.7,11.0,1.0,5.1,-1.7,56.3,0.0,0,0.0,,0.0,0.0,77.5,30.4,224.6,1022.5,50.8,10.0,76.1,6.7,4,,2020-02-09T07:41:36,2020-02-09T17:39:08,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-10,12.6,6.3,10.1,12.6,1.8,8.3,3.2,62.9,7.42,100,41.67,rain,0.0,0.0,122.6,54.4,244.0,1010.5,73.3,9.6,31.1,2.6,1,,2020-02-10T07:40:05,2020-02-10T17:40:42,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-11,9.7,1.5,5.0,4.9,-4.6,0.2,1.0,76.3,12.521,100,91.67,"rain,snow",0.0,0.0,110.6,52.5,249.2,1015.6,76.6,9.3,31.5,2.6,2,,2020-02-11T07:38:33,2020-02-11T17:42:16,0.57,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-12,5.5,1.4,3.5,3.2,-4.5,-0.4,-1.5,70.8,1.685,100,41.67,"rain,snow",0.0,0.0,61.9,28.6,239.3,1023.1,80.3,10.0,38.8,3.3,2,,2020-02-12T07:37:00,2020-02-12T17:43:50,0.61,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-13,6.7,0.2,3.4,4.0,-4.0,1.3,-1.2,73.1,13.391,100,25.0,"rain,snow",0.0,0.0,79.9,25.8,218.1,1015.6,81.2,9.8,41.4,3.6,2,,2020-02-13T07:35:25,2020-02-13T17:45:24,0.64,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-14,8.9,2.8,5.6,7.7,0.2,3.0,2.1,78.6,0.736,100,37.5,rain,0.0,0.0,79.9,25.2,247.4,1023.4,79.0,9.8,56.6,4.9,3,,2020-02-14T07:33:48,2020-02-14T17:46:58,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-15,10.8,0.3,5.0,10.8,-0.1,4.6,0.7,76.2,0.0,0,0.0,,0.0,0.0,17.3,9.0,191.5,1025.8,55.0,7.8,89.7,8.0,5,,2020-02-15T07:32:10,2020-02-15T17:48:31,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-16,14.3,4.3,9.5,14.3,3.3,9.1,-0.6,50.8,0.0,0,0.0,,0.0,0.0,54.1,19.6,206.1,1020.1,94.4,10.0,65.1,5.6,3,,2020-02-16T07:30:31,2020-02-16T17:50:05,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-17,12.6,5.5,9.5,12.6,0.9,8.2,3.7,69.0,5.908,100,41.67,rain,0.0,0.0,61.9,28.6,237.6,1020.9,90.1,9.5,37.9,3.1,3,,2020-02-17T07:28:51,2020-02-17T17:51:38,0.78,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-18,8.3,3.1,5.5,5.9,-1.3,2.7,-0.7,65.9,1.18,100,12.5,rain,0.0,0.0,64.3,24.5,245.6,1029.7,54.6,9.8,90.8,8.1,6,,2020-02-18T07:27:09,2020-02-18T17:53:11,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-19,6.4,3.2,4.6,3.2,-1.9,0.9,-1.6,65.1,2.746,100,20.83,rain,0.0,0.0,63.0,29.1,241.5,1026.1,68.5,9.7,69.9,5.8,4,,2020-02-19T07:25:27,2020-02-19T17:54:43,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-20,10.7,2.6,6.0,10.7,-0.6,4.5,-0.3,64.7,0.0,0,0.0,,0.0,0.0,46.9,22.7,219.7,1024.0,50.3,10.0,94.8,8.1,4,,2020-02-20T07:23:43,2020-02-20T17:56:16,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-21,9.0,2.4,5.4,7.3,-0.2,3.6,-1.0,64.5,1.097,100,25.0,rain,0.0,0.0,69.7,33.1,252.1,1030.1,60.7,10.0,97.8,8.5,5,,2020-02-21T07:21:58,2020-02-21T17:57:48,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-22,13.3,0.1,6.6,13.3,0.1,6.4,-0.7,63.0,0.0,0,0.0,,0.0,0.0,28.0,12.0,235.2,1031.1,68.7,10.0,103.7,8.9,5,,2020-02-22T07:20:12,2020-02-22T17:59:20,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-23,15.9,8.6,12.5,15.9,6.9,11.9,-0.1,42.5,0.006,100,8.33,rain,0.0,0.0,76.5,34.1,243.9,1026.5,81.9,10.0,54.1,4.6,2,,2020-02-23T07:18:25,2020-02-23T18:00:52,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-24,17.6,10.5,13.7,17.6,10.5,13.7,4.7,56.1,0.0,0,0.0,,0.0,0.0,76.5,31.6,252.5,1020.7,61.1,10.0,110.5,9.6,5,,2020-02-24T07:16:37,2020-02-24T18:02:23,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-25,12.4,4.3,8.4,12.4,-0.5,6.1,2.0,65.4,6.732,100,33.33,rain,0.0,0.0,80.1,40.7,252.1,1008.5,84.5,9.8,51.2,4.6,3,,2020-02-25T07:14:48,2020-02-25T18:03:55,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-26,5.0,0.2,1.7,0.6,-5.5,-3.1,-1.1,82.2,11.339,100,79.17,"rain,snow",0.0,0.0,76.6,31.4,243.9,1007.4,82.1,8.8,65.8,5.7,3,,2020-02-26T07:12:58,2020-02-26T18:05:25,0.09,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-27,4.9,-0.3,1.7,0.6,-4.7,-2.5,-1.7,79.1,6.831,100,50.0,"rain,snow",0.0,0.0,107.7,46.6,240.2,1007.9,81.6,8.3,30.4,2.5,1,,2020-02-27T07:11:07,2020-02-27T18:06:56,0.13,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-28,7.4,1.2,4.0,6.0,-3.4,1.3,-4.5,55.4,0.03,100,8.33,"rain,snow",0.0,0.0,101.0,27.9,236.2,1019.7,68.2,9.7,99.0,8.7,5,,2020-02-28T07:09:16,2020-02-28T18:08:26,0.16,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"D5623,06670099999,06673099999,C5455,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-02-29,13.6,3.9,8.0,13.6,2.1,6.9,0.4,61.0,10.452,100,33.33,rain,0.0,0.0,82.1,33.7,223.8,1006.0,72.5,9.7,94.6,8.1,5,,2020-02-29T07:07:24,2020-02-29T18:09:56,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-03-01,13.2,4.2,7.5,13.2,0.2,5.4,2.6,72.9,9.202,100,41.67,rain,0.0,0.0,101.2,42.7,226.4,1003.0,61.1,10.0,117.0,9.8,6,,2020-03-01T07:05:31,2020-03-01T18:11:26,0.23,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"D5623,06670099999,06673099999,06660099999,06674099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2020-03-02,7.2,1.4,4.7,7.0,-0.3,2.5,0.7,76.2,3.798,100,33.33,rain,0.0,0.0,99.9,26.0,255.3,994.8,80.4,10.0,45.5,3.8,2,,2020-03-02T07:03:37,2020-03-02T18:12:56,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5623,06670099999,06673099999,C3619,06660099999,06674099999,06664099999,06644099999"
